nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
Asso JDR Gris,Alexandria Wagner Le Royer,marie97@example.net,0723125486,Asso JDR,France,Île-de-France,92,Boulogne-Billancourt,"35, chemin Camus",,http://dos.fr/,5164.0,http://delmas.com/,13153.0,http://www.ledoux.fr/,14064.0,,,,,,True,email,True,2025-04-13,
Éditeur Trésor,Lucas Guichard,,0617708801,Éditeur,France,Bretagne,35,Rennes,,,,,https://www.regnier.fr/,7236.0,,,,,http://www.marques.org/,62822.0,http://gay.fr/,False,,False,,Ministre refuser argent tâche.
MJC Suite,Pierre-Roger Marchal,brunelnath@example.org,0711450956,MJC,France,Grand Est,52,Langres,"846, avenue Gérard Becker",152.0,https://www.fernandez.fr/,1606.0,https://www.levy.com/,10735.0,https://www.descamps.fr/,11678.0,https://martins.org/,40858.0,,,https://picard.fr/,False,facebook,True,2024-03-11,
Médiathèque Branche,Christophe de la Marie,fabregenevieve@example.com,0726033600,Médiathèque,France,Île-de-France,94,Créteil,"34, avenue Adam",452.0,,,http://parent.com/,1900.0,http://peron.fr/,1423.0,,,,,http://www.denis.com/,True,facebook,True,2024-12-30,Fumée l'une robe.
MJC Apparaître,Sylvie Maillet,emilie85@example.net,0678160738,MJC,France,Bourgogne-Franche-Comté,70,Vesoul,"66, boulevard de Courtois",,https://barbe.com/,3836.0,http://deschamps.com/,5977.0,,,,,,,http://girard.net/,False,,True,2024-12-13,
Éditeur Espèce,Bernadette Meunier,leondidier@example.org,0644217364,Éditeur,France,Grand Est,51,Épernay,"2, boulevard Georges Lenoir",,http://millet.com/,9485.0,http://masse.fr/,9576.0,https://www.lefebvre.com/,29821.0,http://www.mace.org/,42780.0,,,http://www.henry.fr/,False,facebook,True,2024-02-27,
Boutique spécialisée Puissance,,penelope90@example.org,0688818855,Boutique spécialisée,France,Hauts-de-France,62,Arras,"64, rue Maillet",258.0,https://www.gerard.com/,3976.0,https://faure.com/,11379.0,http://vidal.org/,21212.0,,,,,https://www.lemoine.fr/,True,instagram,True,,Épaule objet exemple trop ressembler.
Artisan Ramener,,edith33@example.com,0652680996,Artisan,France,Pays de la Loire,72,La Flèche,"17, rue de Traore",,http://www.gilbert.com/,8129.0,http://www.petit.com/,14275.0,,,,,,,https://www.rodriguez.fr/,True,facebook,False,,
Médiathèque Juste,Lucy Le Léger,weissastrid@example.org,0724442228,Médiathèque,France,Bretagne,56,Lorient,chemin Sophie Baudry,330.0,,,http://aubry.fr/,5750.0,,,https://garnier.fr/,48251.0,,,https://petit.fr/,True,email,True,,
Influenceur Humain,Élodie Vincent du Vaillant,dos-santoscapucine@example.org,0719872787,Influenceur,France,Île-de-France,75,Paris,"40, chemin de Martin",483.0,http://guilbert.fr/,6251.0,http://www.texier.net/,6689.0,https://teixeira.com/,894.0,,,,,http://colas.org/,False,instagram,False,2024-08-04,
Médiathèque Aujourd'hui,Denis David,charlottechevalier@example.org,0706119402,Médiathèque,France,Occitanie,11,Narbonne,"78, boulevard Martin Laporte",,http://ollivier.fr/,4249.0,https://www.bonneau.com/,5806.0,http://schneider.fr/,17453.0,https://ledoux.com/,8382.0,,,http://www.moulin.fr/,False,,True,,Inconnu debout doux voilà.
Médiathèque Être,Aimée Besnard,zrenard@example.net,0661485597,Médiathèque,France,Occitanie,81,Gaillac,"91, chemin de Leclerc",324.0,http://www.ferrand.com/,9357.0,https://www.dupuis.com/,2375.0,,,,,http://www.marechal.com/,46052.0,,True,facebook,False,2025-12-06,
Boutique spécialisée Trou,,adelaideboyer@example.com,0799681210,Boutique spécialisée,France,Auvergne-Rhône-Alpes,63,Issoire,"28, rue Luc Allard",490.0,,,,,http://www.jourdan.org/,1606.0,,,,,,False,,True,,Au près obtenir lieu.
MJC Queue,,henrietteriou@example.org,0644075013,MJC,France,Bretagne,35,Rennes,"5, avenue Faivre",20.0,https://boyer.fr/,7331.0,,,http://gay.fr/,5521.0,,,,,http://muller.com/,False,,True,2026-01-09,
Bar à jeux Jeune,Laurent Hamel,marguerite53@example.net,0646707829,Bar à jeux,France,Nouvelle-Aquitaine,86,Poitiers,"353, rue Daniel Roussel",399.0,,,,,http://bonnin.com/,22529.0,http://www.riou.org/,32379.0,https://laurent.org/,22883.0,http://leconte.com/,True,,False,2025-08-28,
Artisan Y,Michel Blot,hnavarro@example.org,0743350509,Artisan,France,Auvergne-Rhône-Alpes,74,Cluses,"87, rue de Evrard",,https://www.chauvin.org/,4047.0,,,,,http://www.pasquier.com/,46420.0,,,https://lebrun.com/,False,email,True,2025-06-18,
Ludothèque Race,Alexandre Le Arnaud,ndupont@example.com,0631420960,Ludothèque,France,Occitanie,66,Perpignan,"27, rue de De Oliveira",120.0,https://lebon.com/,1308.0,,,http://marin.fr/,11610.0,,,,,http://www.millet.net/,True,telephone,True,2024-09-26,Forêt véritable habitant pied honte sombre.
Ludothèque Ce,,benoitpotier@example.com,0719303549,Ludothèque,France,Bretagne,56,Vannes,"29, avenue Dupuy",,https://robin.com/,6853.0,https://www.blanchet.net/,9689.0,https://www.blanchet.fr/,2577.0,,,https://www.fernandez.fr/,28975.0,https://www.guibert.com/,True,instagram,True,2025-06-10,Bout demi saint beau ton gloire tranquille.
Artisan Jeune,,frederiquele-goff@example.net,,Artisan,France,Corse,2B,Corte,"537, rue Martin",,http://lucas.com/,8257.0,,,,,,,,,https://www.jacquet.com/,True,,True,,
Bar à jeux Claire,,audreychartier@example.org,0661234571,Bar à jeux,France,Occitanie,11,Carcassonne,,92.0,http://www.adam.com/,7106.0,,,http://morvan.net/,10933.0,,,,,http://www.goncalves.com/,True,instagram,True,2024-08-24,Désespoir fonder haine tour nerveux douleur.
Éditeur Quoi,,nbouvet@example.net,0777591891,Éditeur,France,Bourgogne-Franche-Comté,58,Nevers,"5, avenue Renée Gillet",,http://www.wagner.net/,1254.0,https://www.jacques.fr/,12962.0,https://www.bouvet.net/,13052.0,https://www.godard.net/,27196.0,http://www.hernandez.com/,45366.0,http://www.hubert.com/,True,,False,2025-09-05,
Médiathèque Respirer,,audreydaniel@example.com,0793927384,Médiathèque,France,Bretagne,35,Saint-Malo,"5, rue Gabriel Roche",281.0,http://www.dos.fr/,3480.0,,,https://www.lemonnier.fr/,20879.0,https://www.maillot.fr/,41614.0,,,,True,instagram,False,,
Éditeur Prendre,,kbesnard@example.net,0684413114,Éditeur,France,Occitanie,34,Montpellier,,218.0,https://bouvet.com/,2897.0,https://besson.net/,5779.0,https://www.meunier.com/,24503.0,https://www.faivre.net/,21740.0,https://leger.com/,42269.0,http://www.blondel.fr/,False,,False,2025-06-23,
Artisan Coin,Michèle Lucas,odelattre@example.net,0614447905,Artisan,France,Auvergne-Rhône-Alpes,38,Bourgoin-Jallieu,"84, chemin Corinne Dias",286.0,,,https://durand.com/,12098.0,https://www.lacombe.org/,29887.0,,,https://ferrand.com/,59510.0,http://www.devaux.com/,True,,True,,Flamme quatre odeur trace.
Asso JDR Vivant,,alexandriethibault@example.org,0796468592,Asso JDR,France,Pays de la Loire,44,Rezé,"27, chemin de Humbert",,https://www.martel.fr/,1718.0,http://maury.fr/,1510.0,https://guibert.org/,9261.0,http://chauvet.fr/,31480.0,http://perrier.fr/,24964.0,http://rey.com/,True,email,True,2025-08-19,Gros auprès anglais creuser serrer accorder rassurer.
CSCS Autorité,Jules Pruvost,charlotte24@example.org,0660400143,CSCS,France,Auvergne-Rhône-Alpes,63,Issoire,"77, rue de Le Roux",,,,https://www.bouvet.fr/,14516.0,http://gregoire.org/,11687.0,https://www.boulay.fr/,47476.0,http://marty.org/,18546.0,https://www.leroux.com/,False,email,False,,
Bar à jeux Indiquer,Henri Cohen,irodriguez@example.net,0709509242,Bar à jeux,France,Auvergne-Rhône-Alpes,42,Montbrison,,,,,,,https://www.aubert.com/,23393.0,,,,,https://www.toussaint.com/,False,,True,,
MJC Cesser,Yves du Lecoq,veronique32@example.net,0637077629,MJC,France,Corse,2A,Sartène,"746, boulevard Perez",,https://www.schmitt.fr/,2857.0,,,http://www.boyer.com/,3953.0,,,https://www.blin.fr/,66150.0,http://rodrigues.com/,True,email,False,2024-02-23,
CSCS Parfois,Capucine Guillou Le Gosselin,adelelesage@example.net,0669563812,CSCS,France,Auvergne-Rhône-Alpes,15,Saint-Flour,rue de Marin,,https://coulon.net/,5128.0,https://boulay.fr/,8736.0,https://traore.fr/,26719.0,https://delannoy.com/,24204.0,,,,False,telephone,True,2024-02-24,Depuis relever lit preuve ça traiter vague difficile.
Influenceur Profond,Valérie Pierre,patriciapichon@example.org,0640472186,Influenceur,France,Normandie,14,Caen,"30, rue de Moreau",,http://ledoux.fr/,1525.0,https://www.pasquier.fr/,2532.0,https://www.morin.com/,20475.0,http://www.humbert.org/,39998.0,,,,True,,False,,
Ludothèque Haïr,,stephanedias@example.net,0672379850,Ludothèque,France,Provence-Alpes-Côte d'Azur,06,Cannes,"282, rue de Alexandre",,http://www.maillot.fr/,7005.0,,,http://roux.com/,28833.0,https://blanchard.fr/,26526.0,,,http://www.ribeiro.com/,True,,True,,
MJC Transformer,Bernadette Martins,christinelebrun@example.com,0630676261,MJC,France,Bourgogne-Franche-Comté,71,Mâcon,,,http://www.bonnin.org/,8798.0,,,http://descamps.fr/,26652.0,,,http://www.joubert.fr/,19155.0,http://traore.com/,True,instagram,False,2024-09-25,
CSCS Seul,,martin68@example.org,0753021165,CSCS,France,Grand Est,10,Troyes,chemin Navarro,,https://lucas.com/,9161.0,https://jean.org/,8541.0,,,,,http://leger.fr/,38869.0,https://www.arnaud.fr/,False,,False,,
Influenceur Somme,Stéphane Joubert,frederiqueguerin@example.com,,Influenceur,France,Bretagne,29,Brest,chemin Valérie Boutin,,https://rocher.fr/,3554.0,,,https://www.mercier.fr/,16463.0,,,https://martins.com/,21342.0,http://www.thierry.fr/,True,,False,2025-11-21,Chemise blanc ruine faveur ça annoncer volonté pendre.
Médiathèque Perdu,,raymond55@example.org,0656219975,Médiathèque,France,Occitanie,48,Florac,"826, rue de Bonnet",,https://gallet.org/,1374.0,http://www.dupuis.net/,4498.0,,,,,https://www.chartier.fr/,52989.0,http://petitjean.com/,False,,True,2024-04-25,Étude pourtant façon faveur décider consulter rapidement.
Boutique spécialisée Partie,,hgiraud@example.org,0772008732,Boutique spécialisée,France,Auvergne-Rhône-Alpes,42,Saint-Étienne,rue de Bruneau,47.0,http://fontaine.net/,1342.0,,,https://leclerc.com/,13648.0,,,,,http://www.leconte.com/,False,,False,2025-08-19,
Influenceur Côté,Océane Hervé,sphilippe@example.net,0687552832,Influenceur,France,Grand Est,52,Saint-Dizier,,216.0,http://arnaud.fr/,8647.0,,,http://morin.org/,4344.0,http://www.fouquet.net/,41944.0,,,https://buisson.com/,False,email,True,,
Médiathèque Courage,Paulette Maillot,christinevallet@example.com,0657656469,Médiathèque,France,Auvergne-Rhône-Alpes,63,Clermont-Ferrand,"34, rue Jacques Ledoux",,http://www.becker.org/,7638.0,,,http://langlois.fr/,29381.0,http://gautier.com/,23507.0,,,https://www.jacquot.net/,False,,False,2024-10-16,
Bar à jeux Tel,Thibaut Meunier de la Gillet,gtraore@example.com,,Bar à jeux,France,Occitanie,66,Prades,"96, rue Payet",,,,,,,,,,https://www.denis.fr/,58928.0,https://www.bigot.com/,False,email,True,2024-07-28,
CSCS Permettre,Yves Julien-Techer,bteixeira@example.com,0793648720,CSCS,France,Occitanie,66,Perpignan,"1, rue Céline Ferrand",429.0,http://coulon.fr/,1301.0,,,http://millet.com/,22364.0,,,,,http://www.charrier.org/,False,instagram,False,,
Éditeur Réfléchir,René Andre,theodoreleleu@example.com,0730269599,Éditeur,France,Grand Est,52,Saint-Dizier,"847, boulevard de Faure",215.0,http://www.blanchet.com/,1497.0,http://pages.fr/,12573.0,http://valette.fr/,27694.0,,,,,https://www.salmon.com/,True,instagram,True,,Chaque pousser veille sûr.
Influenceur Commander,,dos-santoscapucine@example.org,0626804747,Influenceur,France,Grand Est,68,Colmar,"93, chemin Perret",,http://barbe.com/,9761.0,https://allain.fr/,10086.0,https://bernard.fr/,10564.0,https://imbert.com/,1270.0,,,,False,telephone,False,2025-09-23,
Influenceur Larme,Patrick Duhamel,simone24@example.com,0782303341,Influenceur,France,Grand Est,57,Metz,"56, rue Claire Leleu",,http://www.berthelot.fr/,5887.0,,,http://maillard.com/,2643.0,https://lebon.com/,15985.0,,,https://ferrand.fr/,False,,True,2025-12-26,
Influenceur Expression,,timotheeauger@example.net,0776134654,Influenceur,France,Auvergne-Rhône-Alpes,01,Bourg-en-Bresse,"2, rue Victor Noël",232.0,http://www.julien.fr/,2439.0,http://www.peron.fr/,13097.0,http://renard.com/,18489.0,,,,,,True,,True,,
Bar à jeux Membre,Franck Leblanc,cchretien@example.net,0705283887,Bar à jeux,France,Centre-Val de Loire,37,Chinon,"881, chemin Gabrielle Bousquet",405.0,https://www.henry.org/,9611.0,http://pelletier.fr/,7107.0,https://www.raynaud.org/,18160.0,,,https://www.ollivier.net/,10798.0,http://www.bodin.org/,True,instagram,True,,Droite parole chasser anglais phrase.
Éditeur Trois,Maurice Mendès,deschampsmathilde@example.org,0627270087,Éditeur,France,Nouvelle-Aquitaine,64,Bayonne,,327.0,,,https://lelievre.fr/,9488.0,http://pinto.fr/,1346.0,https://dupont.net/,736.0,http://maillot.org/,71754.0,,True,telephone,False,2025-11-15,
Bar à jeux Porter,Jean Leclercq du Grondin,gboulanger@example.org,0765986265,Bar à jeux,France,Corse,2A,Ajaccio,"42, rue Diallo",364.0,https://bernier.com/,9613.0,,,https://menard.com/,12154.0,,,,,,False,instagram,True,,
Bar à jeux Profondément,Marcelle Torres,zacharieroyer@example.org,0751996666,Bar à jeux,France,Île-de-France,91,Palaiseau,"32, rue de Lesage",,,,https://martinez.net/,9211.0,http://www.diaz.net/,11525.0,,,http://jean.net/,27276.0,https://www.rossi.fr/,False,instagram,False,2025-12-21,Voile admettre portier masse porter beauté leur.
Ludothèque Deux,,delannoyclaudine@example.com,0663303992,Ludothèque,France,Normandie,76,Rouen,"789, boulevard Bertrand",,,,,,http://www.moreau.net/,17331.0,http://marie.com/,8030.0,http://www.collet.com/,58515.0,,False,,True,2025-11-01,
Ludothèque Appartenir,,stephanielegendre@example.org,0603474448,Ludothèque,France,Normandie,14,Caen,,,https://langlois.net/,7688.0,http://www.roger.com/,5545.0,http://lecoq.org/,18687.0,,,http://benard.com/,35260.0,https://www.colas.fr/,False,,True,2025-12-24,
MJC Sentiment,Timothée Mallet de la Lacroix,pintoisabelle@example.net,0619411644,MJC,France,Auvergne-Rhône-Alpes,42,Roanne,"4, rue Bernadette Joubert",280.0,,,http://www.normand.fr/,6560.0,,,http://salmon.fr/,25313.0,,,,False,instagram,True,,
CSCS Tomber,Madeleine Pichon,dcordier@example.com,,CSCS,France,Provence-Alpes-Côte d'Azur,13,Aix-en-Provence,"36, avenue de Letellier",,https://www.tessier.com/,7130.0,http://hamon.fr/,8376.0,http://www.marchal.com/,5757.0,,,,,https://www.auger.com/,True,,False,,
Éditeur Placer,,emmanuelleantoine@example.org,0636036201,Éditeur,France,Centre-Val de Loire,36,Issoudun,"75, chemin Germain",,https://www.sauvage.fr/,861.0,,,http://devaux.fr/,20671.0,,,,,https://langlois.com/,False,email,True,2025-01-23,
Asso JDR Fils,Augustin du Marty,elisabeth20@example.net,0683869205,Asso JDR,France,Nouvelle-Aquitaine,17,Jonzac,,408.0,,,https://www.thomas.com/,14741.0,http://auger.fr/,18677.0,,,https://gomes.com/,50805.0,,False,facebook,True,2025-05-13,
Médiathèque Traiter,,texierlucas@example.com,0786923532,Médiathèque,France,Provence-Alpes-Côte d'Azur,04,Digne-les-Bains,"16, rue de Fouquet",,,,http://menard.com/,5339.0,http://baudry.fr/,20114.0,,,,,http://leroy.com/,True,email,True,2025-06-08,Réserver garder travailler atteindre me.
MJC Mauvais,Alexandria Meunier,delormebrigitte@example.net,0757493571,MJC,France,Nouvelle-Aquitaine,47,Villeneuve-sur-Lot,"18, rue Ruiz",,https://www.briand.com/,7717.0,https://imbert.org/,14776.0,https://prevost.com/,17070.0,,,https://richard.fr/,24816.0,https://www.foucher.com/,True,,True,,Afin De membre triste miser question et tranquille.
Influenceur Soldat,Margot Robert de la Turpin,martheleleu@example.org,0724557546,Influenceur,France,Hauts-de-France,02,Soissons,"79, boulevard Geneviève Hamel",,,,,,https://www.lemoine.fr/,28189.0,http://www.raymond.fr/,47916.0,,,http://evrard.fr/,False,,False,,
Ludothèque Delà,Théodore Mendès,lombardodette@example.org,0778069242,Ludothèque,France,Nouvelle-Aquitaine,87,Saint-Junien,avenue Diane Didier,330.0,http://www.robin.fr/,8471.0,,,https://valentin.fr/,15927.0,https://www.bousquet.fr/,38774.0,https://www.lopes.fr/,18684.0,,True,telephone,True,,Travail fuir oh accent plante couler.
CSCS Secrétaire,Martine-Zoé Salmon,lucie04@example.com,0664808375,CSCS,France,Auvergne-Rhône-Alpes,01,Bourg-en-Bresse,avenue Marianne Grondin,130.0,http://blanchet.fr/,6160.0,http://www.joseph.fr/,7459.0,https://guillot.net/,26025.0,http://texier.fr/,10433.0,https://www.sauvage.com/,72469.0,http://lelievre.com/,True,instagram,True,2024-05-03,
Éditeur Effort,,dos-santosbertrand@example.net,0643708760,Éditeur,France,Nouvelle-Aquitaine,24,Périgueux,"86, rue Laurent",31.0,http://lecomte.com/,8127.0,http://www.louis.com/,1621.0,http://collet.net/,6341.0,,,,,http://pichon.fr/,True,,False,,
Artisan Dès,,zleduc@example.org,0785945975,Artisan,France,Bretagne,29,Brest,,,,,,,,,,,http://robert.fr/,13651.0,http://lemaire.com/,False,telephone,False,,
Médiathèque Maladie,Paulette Pierre,salmonalix@example.com,0719805903,Médiathèque,France,Nouvelle-Aquitaine,87,Limoges,"52, chemin Grégoire Dos Santos",68.0,,,,,https://lemaire.fr/,20054.0,https://remy.com/,25658.0,http://gilbert.org/,16657.0,https://robin.org/,False,,False,,
Influenceur Etc,Catherine Perrin,celine92@example.org,0734682315,Influenceur,France,Pays de la Loire,44,Saint-Nazaire,"13, rue de Lemaire",,http://www.boutin.org/,1293.0,,,http://dijoux.com/,29663.0,https://legros.fr/,42421.0,,,https://boulanger.com/,False,facebook,False,2025-11-16,Crier prévenir froid visage.
Asso JDR Vague,Victoire Millet,penelopetanguy@example.net,0663759562,Asso JDR,France,Centre-Val de Loire,18,Bourges,,420.0,,,,,,,,,,,http://www.fernandes.fr/,False,,False,,
Ludothèque Subir,,bourgeoiszacharie@example.net,0694387619,Ludothèque,France,Île-de-France,78,Saint-Germain-en-Laye,"92, chemin de Huet",,https://www.pichon.org/,2129.0,,,https://www.dos.fr/,27042.0,,,,,https://www.delattre.com/,True,instagram,False,,Porter vie engager changement fonction.
MJC Descendre,,luce59@example.com,,MJC,France,Grand Est,88,Saint-Dié-des-Vosges,"78, avenue Paris",,https://www.bouvet.fr/,9290.0,http://alves.com/,8383.0,,,http://www.gosselin.org/,37407.0,http://clement.fr/,1207.0,,False,,False,,
Asso JDR Voir,Michèle Monnier-Rodrigues,xraynaud@example.com,0781814956,Asso JDR,France,Normandie,76,Dieppe,"216, rue Adrien Guilbert",,,,,,http://www.boucher.fr/,11181.0,,,,,https://www.goncalves.fr/,True,,False,2025-05-12,
Éditeur Respect,,dorothee45@example.net,0799252422,Éditeur,France,Centre-Val de Loire,41,Blois,"4, rue Danielle Clément",489.0,http://www.begue.fr/,6917.0,,,https://guerin.com/,24451.0,,,,,https://leduc.fr/,False,facebook,False,,
MJC Conversation,Louis Nicolas,fle-gall@example.net,0780065283,MJC,France,Grand Est,55,Verdun,,,http://www.dupre.fr/,746.0,,,,,https://www.delorme.net/,49937.0,https://www.delahaye.com/,27134.0,https://rey.fr/,True,telephone,False,2024-09-04,
Asso JDR Droit,Christiane Benard,bernadettetorres@example.net,0706894563,Asso JDR,France,Auvergne-Rhône-Alpes,74,Cluses,chemin Reynaud,325.0,https://marechal.com/,1072.0,,,,,https://henry.com/,30268.0,,,http://denis.fr/,False,instagram,False,,Retourner franchir début dans couper paquet renverser.
CSCS Nombreux,Xavier Perrot,rousseletienne@example.org,0782106119,CSCS,France,Hauts-de-France,02,Laon,"24, avenue Adélaïde Brunel",,https://gros.fr/,4710.0,,,https://www.dufour.com/,10824.0,http://garnier.net/,17798.0,http://www.toussaint.com/,28114.0,https://huet.org/,True,,True,,
Ludothèque Aile,,sfleury@example.com,0673650940,Ludothèque,France,Bourgogne-Franche-Comté,71,Mâcon,"17, avenue Hortense Teixeira",217.0,,,,,https://moreno.fr/,23737.0,http://www.lefort.fr/,46413.0,http://grenier.com/,34828.0,https://rousset.org/,False,email,False,,Sous sein distance lettre passer.
Influenceur Ouvert,Thibault Cousin,valeriebousquet@example.org,0637143875,Influenceur,France,Nouvelle-Aquitaine,24,Sarlat-la-Canéda,"594, avenue Guilbert",,https://perret.net/,1453.0,,,,,,,http://bernier.com/,14220.0,https://guyon.fr/,False,,False,2025-06-02,
Ludothèque Dernier,Sébastien Navarro,adelaidegarcia@example.org,0632762006,Ludothèque,France,Hauts-de-France,80,Abbeville,,,http://gosselin.com/,347.0,,,http://www.menard.org/,22454.0,,,,,http://jacob.com/,True,facebook,True,,
Influenceur Et,Anne-Colette Briand,josephinecosta@example.org,0793458480,Influenceur,France,Pays de la Loire,85,Fontenay-le-Comte,"8, rue Gauthier",,https://grenier.fr/,9267.0,,,,,https://pires.fr/,29778.0,https://www.le.com/,48205.0,http://www.muller.fr/,True,,True,,
CSCS Mais,Sophie Chauvet-Berthelot,jdenis@example.org,0687142695,CSCS,France,Île-de-France,94,Ivry-sur-Seine,,,https://fabre.fr/,6065.0,https://www.chevalier.net/,13794.0,http://perrin.fr/,18074.0,,,,,http://www.bonnin.org/,False,email,True,,
Bar à jeux Troisième,,eleonore46@example.net,0701762866,Bar à jeux,France,Occitanie,09,Pamiers,"57, rue Pierre Perrier",,https://olivier.org/,8288.0,,,,,,,http://www.boulay.com/,64907.0,http://leroux.fr/,True,telephone,False,2024-02-20,
MJC Colline,Frédérique Gilbert,,0676417403,MJC,France,Auvergne-Rhône-Alpes,07,Aubenas,boulevard de Germain,,https://www.leleu.fr/,384.0,,,http://hamel.net/,636.0,,,http://www.collet.net/,39456.0,http://www.marty.com/,True,email,False,2024-06-27,
Bar à jeux Rompre,Margot Brunet,guillaumeturpin@example.org,0626495876,Bar à jeux,France,Grand Est,57,Forbach,"20, rue de Guyot",,,,http://www.pascal.org/,11952.0,http://www.peltier.com/,3131.0,,,http://www.bernier.fr/,14744.0,https://duhamel.net/,True,instagram,True,2024-03-15,
Artisan Rapidement,Danielle de Marion,sphilippe@example.org,0708645356,Artisan,France,Centre-Val de Loire,36,Châteauroux,"10, rue Royer",,http://rey.org/,571.0,http://lemonnier.com/,3901.0,http://www.masson.fr/,21773.0,,,,,https://www.carlier.fr/,True,telephone,True,2025-01-25,
CSCS Parole,,marchandlaurence@example.com,0718945977,CSCS,France,Occitanie,82,Castelsarrasin,"3, chemin de Aubert",,http://de.com/,8191.0,http://www.costa.org/,11780.0,https://www.poirier.fr/,4442.0,,,,,https://toussaint.com/,True,,False,,
Médiathèque Avancer,Philippe de Alexandre,gabrielle34@example.net,0681969253,Médiathèque,France,Nouvelle-Aquitaine,79,Bressuire,"53, chemin de Barre",436.0,https://www.toussaint.fr/,3818.0,,,http://baudry.fr/,13739.0,,,http://www.godard.fr/,44277.0,https://berger.fr/,False,,False,,
Bar à jeux Colère,Luc-Gérard Olivier,henrietteleduc@example.org,0678241164,Bar à jeux,France,Auvergne-Rhône-Alpes,63,Riom,"9, chemin Langlois",,https://robin.com/,3905.0,,,https://levy.com/,12131.0,https://www.georges.fr/,12313.0,,,,True,,True,,
Asso JDR Trait,Élise du Samson,wpetitjean@example.net,0628739827,Asso JDR,France,Auvergne-Rhône-Alpes,63,Clermont-Ferrand,"359, boulevard de Duhamel",,http://delorme.fr/,6309.0,,,https://langlois.org/,16823.0,,,,,http://www.voisin.com/,False,email,False,,Là face révéler son approcher public.
Influenceur Seulement,Aimé Rousseau-Blanc,marchalmatthieu@example.org,0751615565,Influenceur,France,Normandie,27,Louviers,"22, rue Pierre",,https://www.collin.com/,7034.0,https://boyer.com/,10045.0,,,http://www.barbier.fr/,8270.0,,,http://meunier.com/,False,,True,2025-06-27,
MJC Durer,,claudebaudry@example.com,,MJC,France,Hauts-de-France,59,Valenciennes,rue Rousseau,116.0,,,https://www.rodrigues.fr/,4743.0,,,,,,,http://picard.org/,True,email,True,2024-05-17,
CSCS Trace,Laurent Charpentier,veroniquerobin@example.com,0697600680,CSCS,France,Bretagne,56,Lorient,"16, boulevard de Lambert",,,,,,http://www.blin.org/,25752.0,,,http://louis.fr/,44336.0,,True,,False,,
Médiathèque Prêter,,,0722462782,Médiathèque,France,Pays de la Loire,72,Le Mans,"964, avenue Deschamps",,http://humbert.com/,3695.0,,,http://www.fischer.fr/,29667.0,https://www.legros.net/,469.0,http://www.dias.fr/,53492.0,https://www.dijoux.org/,False,,False,,
Influenceur Éclairer,Charlotte Charles,pbernier@example.com,0754720778,Influenceur,France,Grand Est,68,Colmar,"357, boulevard Josette Fischer",373.0,,,,,https://maillot.com/,22753.0,http://www.fernandez.fr/,48460.0,,,https://gilles.fr/,False,telephone,True,,
MJC Vingt,,josephineaubert@example.net,0706787075,MJC,France,Provence-Alpes-Côte d'Azur,13,Aix-en-Provence,"358, avenue Alphonse Chauvin",,,,http://dupuis.fr/,2981.0,https://www.charrier.com/,13204.0,http://www.noel.com/,13711.0,http://klein.fr/,38474.0,,True,,False,,
Médiathèque Au,,ylaporte@example.net,0784386169,Médiathèque,France,Grand Est,55,Verdun,"73, boulevard William Noël",,https://www.guerin.fr/,1739.0,http://www.bouvet.net/,14928.0,,,,,,,https://richard.com/,True,facebook,True,,
Éditeur Remplacer,Madeleine Lacroix-Langlois,barredenis@example.com,0745608451,Éditeur,France,Île-de-France,94,Vitry-sur-Seine,,142.0,https://www.lenoir.org/,5028.0,https://www.aubry.fr/,3138.0,https://www.adam.com/,29466.0,http://bouchet.fr/,40683.0,http://fernandes.com/,30868.0,https://www.gerard.fr/,True,,True,,Acte combien d'autres occuper sentir composer.
Éditeur Sujet,Denise Le Gauthier,tlacombe@example.net,0787535977,Éditeur,France,Provence-Alpes-Côte d'Azur,83,Toulon,"541, rue Maggie Henry",,https://www.thierry.org/,4426.0,,,,,,,http://www.robert.com/,72392.0,http://maury.fr/,False,,False,2024-05-07,
Asso JDR Bien,,morenojulien@example.com,0633304917,Asso JDR,France,Bretagne,22,Lannion,"47, rue Léon Bourdon",,https://joseph.net/,8037.0,,,http://www.marques.com/,10189.0,,,,,http://www.moreno.com/,False,email,False,,
Artisan Apparence,Nicole Gérard,audreyhamel@example.org,0646515290,Artisan,France,Occitanie,65,Lourdes,,,,,http://www.gay.fr/,486.0,,,,,https://www.brun.fr/,40802.0,,True,instagram,True,2024-11-28,
Asso JDR Inspirer,,fredericcarpentier@example.net,0685169795,Asso JDR,France,Auvergne-Rhône-Alpes,63,Clermont-Ferrand,,,http://www.renault.com/,2541.0,,,https://caron.com/,29110.0,,,,,http://roger.fr/,False,instagram,False,2025-10-12,
Influenceur Déjà,Richard Bruneau-Lefebvre,garniermarie@example.com,0705139633,Influenceur,France,Centre-Val de Loire,37,Loches,"17, avenue de Navarro",167.0,http://marechal.org/,2488.0,,,http://michaud.com/,19322.0,https://www.vallet.fr/,49481.0,https://chartier.fr/,54867.0,http://coste.org/,False,facebook,False,,
