nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,statut,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
Ludothèque Fruit,Émile Deschamps,catherine57@example.net,0680633643,Ludothèque,France,Île-de-France,75,Paris,"35, chemin Pierre Coste",,,,,,http://www.leduc.fr/,14260.0,,,https://collin.fr/,44855.0,http://www.dupuy.com/,Contacté,False,instagram,True,2025-03-19,Ton donc effacer pays emporter.
Artisan Exister,Nicolas-Roger Coulon,aimegirard@example.org,0645495468,Artisan,France,Bourgogne-Franche-Comté,39,Dole,"97, rue de Carre",107.0,http://bruneau.fr/,2660.0,http://www.launay.net/,2608.0,https://renaud.net/,17458.0,https://www.courtois.fr/,47274.0,http://www.lebon.com/,70015.0,http://jacquet.com/,Contacté,True,email,False,2025-03-22,
Éditeur Grain,,elombard@example.net,0753177247,Éditeur,France,Bretagne,56,Pontivy,,124.0,,,,,,,https://www.baron.org/,48750.0,,,https://www.ferreira.fr/,Prospect,True,telephone,True,2025-03-20,Eau travail page écarter essayer son.
MJC Enfin,Camille Lebrun-Bouvier,xlaporte@example.net,0766511752,MJC,France,Hauts-de-France,59,Lille,"3, boulevard de Lebon",293.0,https://alves.com/,2306.0,,,,,https://www.leconte.fr/,27835.0,http://de.com/,39263.0,http://lecoq.fr/,Prospect,True,,True,,
Médiathèque Maladie,,guillaumegilbert@example.org,0781179007,Médiathèque,France,Centre-Val de Loire,45,Montargis,,,https://rousset.fr/,4361.0,,,http://lecoq.fr/,2348.0,,,,,https://traore.net/,Prospect,True,email,True,2025-11-05,
Influenceur Leur,Marie Le Renard,wmartineau@example.com,0602725369,Influenceur,France,Occitanie,12,Villefranche-de-Rouergue,"88, rue Olivier Le Goff",315.0,https://joseph.fr/,366.0,https://www.poulain.net/,13410.0,https://www.peron.com/,15843.0,,,https://gillet.org/,39091.0,https://gilles.fr/,Contacté,False,,True,2024-12-27,
Ludothèque Métier,Audrey Leroy-Leconte,isabelle79@example.com,0693014054,Ludothèque,France,Pays de la Loire,53,Laval,chemin Clément,323.0,,,http://perrier.fr/,3153.0,https://www.petitjean.com/,374.0,https://www.bonnet.com/,19844.0,,,,Contacté,False,email,True,,
CSCS Carte,Philippe du Imbert,,0608226552,CSCS,France,Pays de la Loire,85,Les Sables-d’Olonne,"8, chemin de Simon",91.0,https://bertin.com/,6523.0,,,http://www.letellier.com/,8212.0,https://www.pottier.net/,22156.0,https://simon.net/,42145.0,,Contacté,False,instagram,True,2025-09-01,
Boutique spécialisée Assez,Émilie de Martel,leblancanais@example.net,0712962865,Boutique spécialisée,France,Grand Est,51,Reims,"10, chemin de Buisson",66.0,http://girard.fr/,248.0,,,https://lefebvre.fr/,20544.0,,,,,,Contacté,False,facebook,False,2024-08-22,
Influenceur Absolu,Claire Devaux,zpoirier@example.net,0693991667,Influenceur,France,Centre-Val de Loire,28,Châteaudun,"3, avenue de Faivre",,https://www.verdier.fr/,3606.0,https://barthelemy.org/,3170.0,https://www.blondel.com/,2427.0,,,,,http://faivre.com/,Contacté,False,telephone,False,2024-12-19,Grâce attaquer quarante monde marchand.
Artisan Montrer,Nathalie-Alexandria Denis,lucy48@example.net,0652252720,Artisan,France,Hauts-de-France,80,Amiens,"63, boulevard Noël",,,,,,http://www.valentin.fr/,24367.0,,,,,,Intéressé,True,telephone,False,2024-10-08,Nombre bande gros.
Médiathèque Champ,,wjulien@example.com,0689957298,Médiathèque,France,Nouvelle-Aquitaine,86,Poitiers,"60, rue Leroy",28.0,https://mary.fr/,6185.0,,,http://dubois.org/,15280.0,https://www.chevalier.net/,9043.0,,,http://pons.net/,Contacté,True,instagram,False,2025-07-31,Même vérité ensemble problème pouvoir rouge point.
Médiathèque Éprouver,,barbierelisabeth@example.net,0778559916,Médiathèque,France,Occitanie,46,Gourdon,"94, avenue de Lombard",91.0,,,http://bonneau.fr/,13423.0,http://perret.fr/,24011.0,,,http://rodrigues.fr/,73317.0,https://www.leduc.com/,Intéressé,True,instagram,True,2025-12-14,
Asso JDR Prévoir,Joséphine Verdier-Morin,wchauvin@example.com,0680132059,Asso JDR,France,Grand Est,51,Épernay,"88, avenue de Barbe",,,,,,,,http://brunel.net/,36021.0,,,,Prospect,False,telephone,False,2025-04-09,
Médiathèque Grâce,Mathilde Lopez,sebastien42@example.com,0790354104,Médiathèque,France,Île-de-France,94,Vitry-sur-Seine,"86, rue de Hubert",,http://www.pelletier.com/,3534.0,https://blondel.com/,5178.0,,,,,,,,Contacté,True,,False,,
Asso JDR Prier,Tristan Coste,blemaire@example.org,0776925681,Asso JDR,France,Nouvelle-Aquitaine,79,Bressuire,boulevard Traore,289.0,http://guichard.org/,7199.0,https://www.duval.net/,6227.0,https://www.vaillant.org/,8503.0,https://bertin.net/,36399.0,,,https://petit.com/,Intéressé,False,email,False,,Encore vrai tromper.
Asso JDR Jusque,Claudine Pasquier,wgonzalez@example.net,0676348281,Asso JDR,France,Corse,2B,Calvi,,41.0,http://leroy.com/,9444.0,,,https://bonneau.net/,18332.0,,,http://gonzalez.com/,69937.0,https://schmitt.com/,Intéressé,True,,True,,Traiter lisser conseil changer presser achever inventer.
Influenceur Même,Bernadette Techer,delahayethibault@example.com,0761049281,Influenceur,France,Occitanie,82,Castelsarrasin,"5, avenue Meunier",,,,https://rodrigues.net/,5846.0,http://www.roger.com/,22684.0,,,https://www.noel.com/,40165.0,https://pires.fr/,Prospect,True,,False,,
Boutique spécialisée Prononcer,,dhumbert@example.org,0696133157,Boutique spécialisée,France,Île-de-France,78,Mantes-la-Jolie,"6, chemin de Mary",,https://blanchard.org/,3215.0,https://www.ferreira.org/,4600.0,https://www.perrot.com/,6616.0,http://adam.org/,33453.0,,,,Intéressé,False,telephone,True,2024-11-04,
Asso JDR Parmi,Olivie Perrot de la Pichon,wbonnin@example.org,0632288452,Asso JDR,France,Île-de-France,77,Fontainebleau,"31, boulevard Diane Dupuis",79.0,http://www.chartier.fr/,9831.0,http://www.millet.fr/,13379.0,https://www.guilbert.com/,17934.0,,,http://www.roussel.org/,71078.0,,Prospect,True,instagram,False,,
MJC Lettre,Augustin Ferreira,charles18@example.com,0743084334,MJC,France,Occitanie,32,Mirande,,,,,http://berger.com/,5377.0,http://www.fabre.com/,2420.0,,,http://moulin.com/,37901.0,http://www.breton.com/,Prospect,False,,False,,
Influenceur Carte,,dominique10@example.net,,Influenceur,France,Grand Est,88,Saint-Dié-des-Vosges,,56.0,https://www.petitjean.com/,3698.0,,,http://bailly.net/,16930.0,https://fernandes.com/,10638.0,,,https://laroche.com/,Contacté,True,facebook,False,,
CSCS Sueur,Emmanuelle Boutin du Devaux,remyemmanuel@example.net,0665585251,CSCS,France,Auvergne-Rhône-Alpes,38,Vienne,"818, boulevard Madeleine Leduc",106.0,https://tessier.net/,4576.0,http://delaunay.fr/,1955.0,https://vallet.com/,22554.0,,,,,https://bouvet.com/,Contacté,False,instagram,True,2025-12-30,Intérêt vert muet premier marier hauteur si.
CSCS Siècle,Audrey Dupré,marysylvie@example.org,0692896370,CSCS,France,Auvergne-Rhône-Alpes,43,Brioude,,32.0,,,,,http://www.noel.net/,13775.0,https://faure.com/,11676.0,https://langlois.com/,47632.0,http://www.antoine.com/,Prospect,True,instagram,False,,Attitude assurer parvenir reprendre.
Médiathèque Puissant,,ybarbier@example.com,0754675600,Médiathèque,France,Nouvelle-Aquitaine,40,Dax,"33, rue Jeannine Girard",,https://www.pasquier.fr/,1568.0,,,https://www.normand.com/,1430.0,,,,,,Intéressé,True,email,False,2025-03-19,
MJC Entrée,,diane74@example.org,0622697096,MJC,France,Île-de-France,78,Saint-Germain-en-Laye,boulevard Jacques Bailly,,https://lacombe.com/,5092.0,https://vallee.fr/,8547.0,,,,,,,https://barthelemy.fr/,Intéressé,True,facebook,False,,Beau meilleur rompre rapporter marquer.
Éditeur Mien,Alix Fleury,lucas86@example.com,0693038818,Éditeur,France,Bourgogne-Franche-Comté,58,Cosne-Cours-sur-Loire,,110.0,,,http://www.blanchet.fr/,9327.0,https://guillou.fr/,13675.0,http://dubois.net/,20232.0,https://faure.fr/,28250.0,http://www.besson.fr/,Intéressé,True,,True,2025-03-28,Dix bois réflexion tirer lèvre.
Artisan Mourir,Marcelle Morvan,margotollivier@example.org,0772086769,Artisan,France,Nouvelle-Aquitaine,86,Châtellerault,rue Gaudin,,https://martin.com/,5823.0,https://letellier.com/,12237.0,http://www.guilbert.com/,1671.0,http://boulanger.fr/,5771.0,,,https://mahe.com/,Prospect,True,facebook,True,,
Influenceur Particulier,Paulette-Claire Henry,thereseleroux@example.com,0661662549,Influenceur,France,Pays de la Loire,72,La Flèche,"667, boulevard Agathe Lebreton",247.0,https://www.potier.com/,4680.0,https://marion.com/,13778.0,http://guilbert.com/,25704.0,http://www.fabre.com/,21485.0,,,http://www.letellier.fr/,Prospect,True,email,True,,
Bar à jeux Voile,Thomas Pineau,martine15@example.net,0602942613,Bar à jeux,France,Centre-Val de Loire,41,Vendôme,boulevard Colette Antoine,50.0,https://www.meyer.net/,1824.0,https://www.pires.fr/,7169.0,,,https://www.rousseau.com/,13162.0,http://barbe.net/,78386.0,http://www.martineau.com/,Intéressé,True,instagram,False,,Haute bientôt soulever habitant.
MJC Tirer,Manon Hardy,gruiz@example.com,0619516721,MJC,France,Provence-Alpes-Côte d'Azur,13,Arles,"22, rue René Briand",,https://www.potier.net/,2600.0,https://maury.com/,2419.0,https://www.guichard.com/,4965.0,https://joly.net/,27654.0,https://www.delmas.com/,8447.0,https://torres.fr/,Intéressé,True,facebook,False,2025-07-09,
Asso JDR Affirmer,Thomas Jacquot,,0790447121,Asso JDR,France,Occitanie,12,Rodez,rue de Letellier,,,,http://martins.fr/,12249.0,https://simon.net/,10684.0,,,https://henry.org/,43970.0,,Prospect,False,instagram,False,2025-10-26,
Asso JDR Occasion,Émile Chauveau de la Lemaire,collinsuzanne@example.com,0727083265,Asso JDR,France,Occitanie,66,Céret,"987, boulevard de Martel",,http://www.pons.org/,1256.0,https://www.vallee.com/,8287.0,http://www.brunel.com/,24910.0,,,,,,Prospect,False,telephone,True,2024-11-02,
Influenceur Dehors,Mathilde Lévêque,adavid@example.com,0737077948,Influenceur,France,Grand Est,10,Nogent-sur-Seine,"48, rue de Bertrand",,https://www.salmon.fr/,2090.0,https://peltier.com/,470.0,,,https://aubert.com/,31577.0,https://fischer.org/,50751.0,https://www.labbe.com/,Prospect,False,,False,2026-01-13,
MJC Distance,Lorraine Lelièvre,paulettegauthier@example.com,0697777261,MJC,France,Hauts-de-France,62,Calais,"46, rue de Brun",,,,https://www.bonnet.com/,4202.0,,,,,,,https://www.paris.com/,Prospect,False,facebook,True,2025-08-03,
MJC Fruit,Thibault Gimenez,cecilemeunier@example.net,0623153906,MJC,France,Nouvelle-Aquitaine,40,Mont-de-Marsan,"55, avenue de Joubert",132.0,https://www.aubry.org/,2341.0,https://www.guyon.com/,2227.0,https://hubert.net/,1684.0,https://didier.com/,29612.0,,,,Prospect,True,facebook,True,2025-10-04,
MJC Présent,,rgauthier@example.net,0622303469,MJC,France,Nouvelle-Aquitaine,87,Bellac,"8, chemin de Rousseau",,http://www.potier.com/,5491.0,http://www.perret.fr/,6750.0,https://ribeiro.fr/,22491.0,http://www.pires.org/,22864.0,http://hoarau.com/,31303.0,http://www.chauveau.com/,Prospect,True,,True,,
CSCS Éloigner,Julie Marques,capucine45@example.com,0684226549,CSCS,France,Normandie,50,Cherbourg-en-Cotentin,"1, avenue de Bernard",,,,http://arnaud.com/,2046.0,http://www.colin.com/,2458.0,,,,,http://www.paris.com/,Intéressé,True,instagram,True,,Alors pain ouvrage voisin alors apparence.
MJC Pas,,fbousquet@example.com,0641125940,MJC,France,Hauts-de-France,02,Saint-Quentin,"94, rue Antoine",,https://voisin.fr/,933.0,http://caron.com/,3595.0,http://bonnet.org/,8718.0,,,,,http://descamps.fr/,Contacté,True,,False,,Armée nation double troisième vêtement.
Influenceur Chute,Julie Bègue,jourdanbenoit@example.org,0639318157,Influenceur,France,Auvergne-Rhône-Alpes,73,Albertville,"58, rue de Jean",397.0,https://joly.org/,2459.0,,,https://maillard.net/,20106.0,https://nguyen.fr/,31118.0,,,https://vidal.net/,Contacté,False,,True,,
Éditeur Politique,Rémy Léger,margaux79@example.org,0765998613,Éditeur,France,Occitanie,48,Langogne,"21, boulevard Noël Jacquot",191.0,http://www.hubert.fr/,7851.0,https://www.raynaud.net/,11534.0,http://www.pichon.com/,3651.0,,,,,http://daniel.fr/,Contacté,False,,True,,
Boutique spécialisée Doute,Laure Lacombe,lleveque@example.com,0733732822,Boutique spécialisée,France,Normandie,50,Saint-Lô,"89, rue Frédérique Fournier",,http://levy.fr/,1387.0,https://petit.com/,206.0,,,http://maillot.org/,12468.0,https://www.carpentier.fr/,75325.0,http://www.pichon.fr/,Contacté,False,,False,,
Artisan Acheter,Thomas Mallet,anais46@example.org,0636901191,Artisan,France,Centre-Val de Loire,36,Le Blanc,"98, chemin Marc Paul",93.0,http://www.fabre.fr/,8111.0,,,http://brunel.net/,28876.0,http://brunel.com/,3004.0,,,https://www.rocher.com/,Contacté,False,facebook,True,,
Artisan Enfance,,,0730643388,Artisan,France,Hauts-de-France,02,Soissons,,,https://www.fleury.fr/,1787.0,https://barbier.com/,9528.0,http://www.foucher.fr/,27824.0,,,http://laporte.com/,25915.0,http://roy.org/,Intéressé,False,,True,2024-11-01,
Ludothèque Soulever,Arthur du Maillet,plouis@example.org,0711502717,Ludothèque,France,Nouvelle-Aquitaine,79,Bressuire,"10, chemin Gérard Blanc",,http://perrin.fr/,7303.0,https://maillard.fr/,5809.0,http://poirier.com/,20970.0,,,http://www.delahaye.com/,1620.0,http://www.schneider.fr/,Prospect,False,instagram,False,2025-08-04,
Boutique spécialisée Contre,,pascalmarguerite@example.org,0656913046,Boutique spécialisée,France,Auvergne-Rhône-Alpes,74,Annecy,,,https://www.didier.com/,8581.0,,,,,,,https://www.gaudin.fr/,24918.0,,Contacté,True,instagram,False,2024-03-15,
Bar à jeux Branche,,imbertluce@example.net,0601841682,Bar à jeux,France,Auvergne-Rhône-Alpes,74,Annecy,"73, rue Fernandez",,,,,,http://fouquet.fr/,12544.0,https://bouchet.com/,32819.0,http://parent.fr/,50109.0,https://www.bruneau.com/,Contacté,False,,True,,
Ludothèque Jaune,Alexandre Raynaud,,0691895574,Ludothèque,France,Pays de la Loire,85,Les Sables-d’Olonne,,,,,http://besnard.com/,2116.0,https://www.besnard.fr/,23163.0,,,,,,Prospect,True,,False,2025-10-08,
MJC Oncle,Hortense Hoarau-Merle,normandelise@example.org,0607785803,MJC,France,Auvergne-Rhône-Alpes,26,Valence,"511, chemin de Morin",294.0,https://www.gautier.fr/,4388.0,https://www.georges.fr/,6266.0,http://dupre.org/,28935.0,https://vincent.org/,4243.0,http://mahe.net/,27622.0,http://perret.fr/,Prospect,False,telephone,True,2025-11-23,
Influenceur Pas,,julienfaure@example.org,0799845953,Influenceur,France,Bourgogne-Franche-Comté,70,Vesoul,"678, avenue Virginie Dupont",,,,https://turpin.fr/,14734.0,http://toussaint.fr/,23948.0,,,,,https://www.seguin.net/,Intéressé,False,email,True,2025-01-25,Pluie demande préférer construire sien nord avec.
Influenceur Souhaiter,,marieolivier@example.net,0696617447,Influenceur,France,Occitanie,31,Muret,"83, rue Louis Leduc",57.0,http://martel.fr/,486.0,,,https://dubois.org/,8210.0,https://www.leroy.net/,3450.0,,,,Contacté,False,,True,2024-06-27,
Asso JDR Empire,,vbonneau@example.org,0629541674,Asso JDR,France,Occitanie,81,Gaillac,,115.0,https://www.berger.fr/,8139.0,,,,,http://www.guyot.com/,7280.0,http://www.ferreira.com/,66014.0,http://guyon.fr/,Intéressé,True,email,False,2025-01-31,Vivant naître agir terrain lieu témoin.
Bar à jeux Disparaître,Eugène Hamon,yvallee@example.com,0673565104,Bar à jeux,France,Normandie,27,Évreux,rue Dos Santos,444.0,,,,,https://vidal.com/,28017.0,https://le.fr/,14548.0,,,https://alexandre.fr/,Contacté,True,email,False,2025-03-03,
MJC Chose,,mathildenavarro@example.org,,MJC,France,Occitanie,82,Montauban,"47, boulevard de Julien",,,,http://www.bertin.fr/,1556.0,,,,,http://www.noel.fr/,68710.0,https://fournier.net/,Prospect,True,telephone,False,2024-06-05,
Asso JDR Relever,,lguillou@example.com,0660420627,Asso JDR,France,Occitanie,81,Albi,"12, rue Agnès Petitjean",,https://brunel.com/,2382.0,http://www.aubry.com/,4378.0,https://www.voisin.com/,20442.0,http://verdier.com/,2887.0,https://www.gros.fr/,69039.0,http://www.parent.com/,Intéressé,True,telephone,False,,
CSCS Grain,Maurice Hamon de la Carlier,bretonelodie@example.com,0657539783,CSCS,France,Pays de la Loire,49,Angers,"264, rue Alice Marchand",,,,http://gallet.fr/,8844.0,http://www.delahaye.com/,21592.0,,,https://www.chevalier.com/,12738.0,https://pages.com/,Intéressé,False,instagram,True,2025-12-12,Cinq près serrer point robe oublier.
CSCS Pas,,fboyer@example.com,0722225496,CSCS,France,Auvergne-Rhône-Alpes,26,Montélimar,"4, rue Olivier Leduc",,https://www.mahe.fr/,531.0,,,https://perez.fr/,5521.0,,,http://www.maillot.fr/,52283.0,https://www.moulin.fr/,Contacté,False,,False,,
Asso JDR Venir,,tjulien@example.com,0731426977,Asso JDR,France,Grand Est,67,Strasbourg,"9, boulevard Peron",,http://www.rousset.net/,6171.0,https://coulon.fr/,7193.0,http://payet.com/,1734.0,,,https://guillou.com/,51990.0,,Intéressé,True,,True,2024-03-08,
Boutique spécialisée Craindre,Jeannine Le Gall,laetitiamaillard@example.com,0763221072,Boutique spécialisée,France,Nouvelle-Aquitaine,19,Tulle,,411.0,http://auger.fr/,5123.0,http://fournier.com/,12606.0,http://cordier.com/,29316.0,,,https://bonnet.org/,17761.0,,Intéressé,True,,True,2024-08-19,
Asso JDR Public,Alphonse Bonneau,edouard83@example.org,0628112785,Asso JDR,France,Auvergne-Rhône-Alpes,63,Clermont-Ferrand,"39, rue de Delaunay",,http://www.blanchet.com/,3785.0,http://charpentier.com/,446.0,https://www.pichon.fr/,21944.0,http://hernandez.com/,36713.0,,,,Contacté,True,,False,2026-01-31,Observer mourir tromper plan.
CSCS Supporter,,edouard95@example.org,0686238590,CSCS,France,Nouvelle-Aquitaine,33,Libourne,"725, rue de Delorme",253.0,http://www.denis.org/,2795.0,,,http://www.renaud.org/,19828.0,https://www.schmitt.fr/,29773.0,https://gay.fr/,42815.0,http://www.carlier.org/,Intéressé,True,,True,,Colline pendant créer.
Ludothèque Commun,René Weiss du Rousset,uleroux@example.com,0635037822,Ludothèque,France,Pays de la Loire,85,Fontenay-le-Comte,"5, avenue Albert",425.0,http://valette.org/,4625.0,,,,,https://www.pires.com/,41499.0,,,https://delannoy.com/,Prospect,True,,True,,
Éditeur Proposer,Frédéric Caron,marthe93@example.org,0690267800,Éditeur,France,Grand Est,67,Sélestat,"53, rue Laetitia Richard",79.0,,,http://www.legrand.net/,12441.0,http://laine.com/,1660.0,,,http://petit.fr/,10076.0,http://www.techer.org/,Intéressé,False,,True,,Sol nous remercier point soin.
Boutique spécialisée Pays,Thibault Boulanger-Martineau,wleclercq@example.net,0686184694,Boutique spécialisée,France,Nouvelle-Aquitaine,24,Bergerac,"840, chemin Roux",406.0,https://www.boulanger.net/,8266.0,,,,,http://richard.fr/,10070.0,http://www.pascal.com/,54272.0,,Contacté,True,email,False,,Cheveu histoire peau autrefois esprit vide bouche.
Asso JDR Demi,,humbertalex@example.net,0600070146,Asso JDR,France,Auvergne-Rhône-Alpes,01,Oyonnax,"3, avenue de Lacroix",,http://www.lombard.net/,6890.0,http://www.vaillant.fr/,13559.0,http://www.teixeira.fr/,1812.0,,,http://www.barre.com/,70158.0,http://buisson.com/,Intéressé,False,,False,2025-08-16,
Asso JDR Parfaitement,,arnaudeleduc@example.org,0690005766,Asso JDR,France,Nouvelle-Aquitaine,47,Marmande,"3, boulevard de Colas",478.0,http://www.marty.fr/,1284.0,,,,,,,https://www.gauthier.com/,57736.0,https://chevallier.fr/,Prospect,True,instagram,True,2026-01-08,
Influenceur Eaux,Élisabeth De Oliveira,philippinedelaunay@example.org,0698683648,Influenceur,France,Bourgogne-Franche-Comté,39,Dole,"98, boulevard Texier",28.0,http://www.blanc.com/,961.0,,,,,https://labbe.fr/,45026.0,http://www.le.fr/,18285.0,,Intéressé,True,facebook,False,,
Ludothèque Valoir,Tristan Valentin,jacquesmahe@example.net,0785416416,Ludothèque,France,Centre-Val de Loire,36,Châteauroux,rue de François,65.0,https://julien.com/,6227.0,,,https://www.bigot.org/,25892.0,,,https://marty.com/,18493.0,http://www.leclerc.com/,Intéressé,False,,True,,Est nous quel français proposer beau.
Asso JDR Éclairer,,xcamus@example.net,0609052730,Asso JDR,France,Occitanie,65,Tarbes,rue Lelièvre,106.0,https://www.roger.fr/,3158.0,https://michel.fr/,936.0,http://www.ollivier.fr/,25940.0,http://foucher.com/,15067.0,http://simon.org/,39263.0,https://roche.com/,Prospect,False,facebook,True,,
Asso JDR Page,,alexandre78@example.org,0791802331,Asso JDR,France,Provence-Alpes-Côte d'Azur,84,Carpentras,"78, rue Maurice",429.0,https://www.bertin.com/,5273.0,,,http://www.mace.fr/,9740.0,https://www.perrot.org/,37173.0,,,https://www.levy.com/,Intéressé,True,,True,,
Médiathèque Si,,aubertcapucine@example.net,0719336874,Médiathèque,France,Bourgogne-Franche-Comté,90,Belfort,"44, boulevard Buisson",,,,https://vidal.fr/,14061.0,,,,,https://www.thierry.fr/,4233.0,http://www.cordier.net/,Intéressé,False,,True,2024-10-01,
Boutique spécialisée Ligne,Monique Guillaume Le Vidal,bblot@example.org,0716751388,Boutique spécialisée,France,Bourgogne-Franche-Comté,89,Auxerre,,,http://www.pinto.com/,3083.0,https://dubois.com/,13020.0,https://pinto.net/,22329.0,https://dos.fr/,40317.0,http://tessier.com/,31857.0,https://www.pichon.com/,Prospect,True,,False,,Regarder importance jaune.
Boutique spécialisée Genre,,samsonmichele@example.org,0674099884,Boutique spécialisée,France,Occitanie,31,Muret,"98, rue de Devaux",144.0,https://gros.fr/,2133.0,,,https://www.aubry.fr/,7525.0,https://www.pascal.com/,6611.0,,,http://www.marques.com/,Intéressé,False,,False,2024-08-03,Absolu anglais fruit voie million arrêter agir.
Artisan Maître,Noémi Muller Le Rodrigues,margueriteantoine@example.net,0733502989,Artisan,France,Pays de la Loire,44,Nantes,"81, chemin Bouchet",168.0,http://www.dijoux.com/,3747.0,,,,,,,http://www.dufour.fr/,74827.0,,Prospect,True,,True,2025-10-20,
Asso JDR Foi,Monique de Joseph,bonneausebastien@example.org,0601406603,Asso JDR,France,Nouvelle-Aquitaine,33,Mérignac,rue Benoit,151.0,,,https://gomes.fr/,3115.0,,,,,https://leleu.net/,25738.0,https://www.caron.net/,Prospect,False,facebook,True,2025-01-14,
MJC Rejeter,Gabrielle Paris,marcelle93@example.com,0750076759,MJC,France,Hauts-de-France,62,Arras,"4, boulevard Anouk Lemaire",,http://seguin.com/,8696.0,https://www.ramos.org/,9092.0,http://foucher.net/,2052.0,,,,,http://www.pichon.com/,Prospect,False,instagram,False,,
Médiathèque Tout,William Adam-Dupré,rriviere@example.org,0623961206,Médiathèque,France,Auvergne-Rhône-Alpes,74,Cluses,"7, boulevard Christelle Deschamps",,https://mary.org/,1861.0,,,,,http://www.potier.net/,9256.0,http://www.riviere.com/,64295.0,https://costa.fr/,Contacté,True,telephone,True,,
Bar à jeux Million,Margot de Raymond,navarrotimothee@example.net,0711496622,Bar à jeux,France,Grand Est,55,Commercy,chemin Ferrand,,,,https://www.poulain.fr/,11130.0,,,,,https://www.legrand.com/,12787.0,http://marechal.org/,Prospect,False,,False,2025-04-18,Public chasse falloir désigner peur repousser.
CSCS Le,,lferrand@example.com,0662620299,CSCS,France,Normandie,14,Lisieux,,,,,,,https://le.com/,7577.0,,,,,http://www.costa.fr/,Contacté,False,instagram,True,2025-11-25,
Influenceur Pas,Rémy Lefèvre,noel94@example.net,0735507881,Influenceur,France,Auvergne-Rhône-Alpes,07,Annonay,"81, avenue de Langlois",73.0,https://www.couturier.fr/,6796.0,http://royer.com/,13728.0,http://boucher.fr/,9952.0,,,http://renard.fr/,77645.0,http://coste.com/,Intéressé,False,telephone,False,2024-05-29,
CSCS Fort,Denise Poulain de Chauvin,greniergerard@example.net,0698189482,CSCS,France,Nouvelle-Aquitaine,17,La Rochelle,avenue Bertrand Pinto,444.0,,,http://www.auger.fr/,3869.0,,,,,,,http://www.maillard.com/,Prospect,False,facebook,False,,Corps image mariage mentir règle produire.
Médiathèque Soit,,edouard44@example.net,0618214364,Médiathèque,France,Bourgogne-Franche-Comté,58,Clamecy,,,https://www.lemoine.fr/,2521.0,,,,,,,,,,Prospect,True,instagram,False,2025-05-26,
Éditeur Chasse,,paulette40@example.net,0640558727,Éditeur,France,Nouvelle-Aquitaine,47,Marmande,rue Adrien Giraud,,https://colin.fr/,3456.0,,,https://www.lucas.fr/,28238.0,http://www.guillou.com/,29427.0,https://www.antoine.com/,76628.0,http://www.potier.fr/,Prospect,True,,True,,Parole maison santé parfois franchir beaucoup en.
CSCS Direction,Laurent du Guillot,emilegermain@example.org,0685255948,CSCS,France,Occitanie,31,Muret,"21, rue de Gallet",249.0,,,https://perrot.fr/,823.0,https://chauvin.fr/,7479.0,,,http://www.roger.com/,77513.0,,Contacté,True,facebook,False,,Gagner sous voyage non rose signer signe ainsi.
CSCS Erreur,,meunierlaurent@example.com,0796447359,CSCS,France,Île-de-France,94,Créteil,,372.0,http://riou.fr/,184.0,http://guillet.fr/,14893.0,http://www.vasseur.com/,22558.0,,,,,,Contacté,True,instagram,False,,Égal imaginer rencontre demande nécessaire fier.
Influenceur Soumettre,Alex Coulon,,0638541095,Influenceur,France,Normandie,61,Flers,"38, avenue Isaac Hervé",,https://boucher.net/,9721.0,,,https://voisin.com/,21129.0,,,,,http://www.martinez.org/,Prospect,True,instagram,True,,Non perdu erreur détruire.
Bar à jeux Violence,,astridbourdon@example.net,0606652752,Bar à jeux,France,Île-de-France,94,Créteil,,,http://riou.fr/,3461.0,,,http://mace.org/,6760.0,,,https://navarro.com/,45887.0,https://tanguy.com/,Prospect,False,,False,,
Ludothèque Mémoire,,hdupont@example.net,0655134438,Ludothèque,France,Île-de-France,94,Vitry-sur-Seine,"34, rue de Bonnin",264.0,http://www.maury.org/,4399.0,,,,,,,,,https://barre.com/,Intéressé,False,,False,2024-11-15,Promettre curiosité fixe mille hôtel.
MJC Prochain,,thomas32@example.com,0609579324,MJC,France,Bourgogne-Franche-Comté,90,Belfort,"74, rue de Lebon",,,,,,http://dupuis.org/,14889.0,,,,,https://besnard.fr/,Prospect,True,email,True,2025-08-26,
Influenceur Pourtant,,,0624379593,Influenceur,France,Centre-Val de Loire,45,Orléans,,164.0,,,http://www.henry.fr/,13386.0,https://www.mahe.com/,13334.0,https://www.baudry.fr/,17730.0,,,http://guichard.com/,Prospect,False,telephone,False,,Rentrer passé accepter tout.
Ludothèque Encore,Adèle Leclercq de Lacombe,slegendre@example.com,0675116601,Ludothèque,France,Occitanie,30,Alès,"62, boulevard Zoé Berger",,http://www.guillon.com/,8468.0,http://bruneau.com/,6212.0,http://chretien.org/,15071.0,http://www.vincent.com/,42944.0,,,,Intéressé,False,,False,,
